symbol,yesterday_close,bar_date,lower_band,upper_band,skew_adjusted_center,avg_band,half_band_range,deviation,deviation_pct
BNB,604.57,2026-02-18,560.232784744001,644.8321732271264,584.9967614599792,602.5324789855638,42.29969424156269,0.04816869367424989,4.816869367424989
BTC,66434.2,2026-02-18,63691.20327665964,68780.46996209293,64714.29007066183,66235.83661937629,2544.6333427166464,0.07795361999459319,7.795361999459319
CRV,0.244,2026-02-18,0.2183130988850661,0.2670947110979891,0.2417361661593448,0.2427039049915276,0.024390806106461507,0.05313867048162179,5.313867048162179
ETH,1955.27,2026-02-18,1819.9444097882176,2075.252271611022,1908.9293850021445,1947.5983406996197,127.6539309114022,0.060097321293652604,6.00973212936526
GOLD,4978.13,2026-02-18,4832.9073291091845,5147.635255199899,4852.8658200567215,4990.271292154542,157.3639630453572,-0.07715420938555094,-7.715420938555094
SOL,81.57,2026-02-18,74.36523257763474,87.94223070777225,80.30986885324025,81.15373164270349,6.7884990650687556,0.061319645669316476,6.131964566931647
SUI,0.9299,2026-02-18,0.790962331410897,1.0601820015979664,0.9441470778424746,0.9255721665044316,0.1346098350935347,0.03215094567615422,3.2150945676154223
UNI,3.402,2026-02-18,2.8849316880551314,3.8729996859797913,3.45069481043867,3.3789656870174616,0.4940339989623299,0.046624955025200435,4.662495502520043
VET,0.007839,2026-02-18,0.0070927612088727,0.0084972494492542,0.0077591766066157,0.00779500532906345,0.00070224412019075,0.06264868536684982,6.264868536684983
